query,intent,sentiment,response
"Thanks for approving my refund for the bluetooth speaker, just confirming the amount $356.49.",Refund,Positive,Your refund request for the bluetooth speaker has been received. Refunds are typically processed within 5-7 business days to your original payment method.
"Thanks for approving my refund for the wireless headphones, just confirming the amount $154.11.",Refund,Positive,Your refund request for the wireless headphones has been received. Refunds are typically processed within 5-7 business days to your original payment method.
"Thanks for approving my refund for the coffee maker, just confirming the amount $200.97.",Refund,Positive,Your refund request for the coffee maker has been received. Refunds are typically processed within 5-7 business days to your original payment method.
"I demand a refund immediately for my smartphone, it's been 27 days with no response.",Refund,Negative,Your refund request for the smartphone has been received. Refunds are typically processed within 5-7 business days to your original payment method.
When will my router from order ORD334783 be delivered?,Order Status,Neutral,Thank you for checking in. Your order is being processed and tracking details will be shared via email as soon as it ships.
"Just checking, is order ORD547108 for my air fryer on track? Thanks!",Order Status,Positive,Thank you for checking in. Your order is being processed and tracking details will be shared via email as soon as it ships.
I'm reporting a problem with the smartwatch I ordered order id ORD119819.,Complaint,Neutral,We're sorry to hear about the trouble with your smartwatch. We have logged your complaint and a support specialist will reach out within 24 hours to resolve this.
"Thanks for approving my refund for the office chair, just confirming the amount $484.48.",Refund,Positive,Your refund request for the office chair has been received. Refunds are typically processed within 5-7 business days to your original payment method.
"Thanks for approving my refund for the smartwatch, just confirming the amount $162.37.",Refund,Positive,Your refund request for the smartwatch has been received. Refunds are typically processed within 5-7 business days to your original payment method.
"Thanks for approving my refund for the running shoes, just confirming the amount $297.44.",Refund,Positive,Your refund request for the running shoes has been received. Refunds are typically processed within 5-7 business days to your original payment method.
